invoice_id,contract_id,reference_month,issue_date,due_date,energy_consumed_kwh,energy_compensated_kwh,gross_amount_brl,discount_amount_brl,net_amount_brl,status,paid_at,source_updated_at,extracted_at,batch_id
INV-000761,CONTRACT-000011,2026-08-01,2026-09-01,2026-09-10,552.43,552.43,574.28,62.02,512.26,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000762,CONTRACT-000012,2026-08-01,2026-09-01,2026-09-10,781.1,713.15,789.23,97.39,691.84,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000763,CONTRACT-000013,2026-08-01,2026-09-01,2026-09-10,552.43,508.68,574.28,58.75,515.53,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000764,CONTRACT-000014,2026-08-01,2026-09-01,2026-09-10,1154.58,906.99,1140.31,118.48,1021.83,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000765,CONTRACT-000015,2026-08-01,2026-09-01,2026-09-10,633.44,531.89,650.43,69.6,580.83,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000766,CONTRACT-000016,2026-08-01,2026-09-01,2026-09-10,471.36,354.36,498.08,69.08,429,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000767,CONTRACT-000017,2026-08-01,2026-09-01,2026-09-10,979.69,979.69,975.91,180.74,795.17,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000768,CONTRACT-000018,2026-08-01,2026-09-01,2026-09-10,425.87,425.87,455.32,80.68,374.64,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000769,CONTRACT-000019,2026-08-01,2026-09-01,2026-09-10,544.29,465.04,566.63,104.32,462.31,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000770,CONTRACT-000020,2026-08-01,2026-09-01,2026-09-10,619.15,576.05,637,80.84,556.16,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000771,CONTRACT-000021,2026-08-01,2026-09-01,2026-09-10,592.52,433.42,611.97,61.99,549.98,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000772,CONTRACT-000022,2026-08-01,2026-09-01,2026-09-10,740.53,698.33,751.1,118.22,632.88,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000773,CONTRACT-000023,2026-08-01,2026-09-01,2026-09-10,456.39,355.28,484.01,63.16,420.85,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000774,CONTRACT-000024,2026-08-01,2026-09-01,2026-09-10,264.79,206.68,303.9,57.41,246.49,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000775,CONTRACT-000025,2026-08-01,2026-09-01,2026-09-10,1069.46,1069.46,1060.29,131.79,928.5,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000776,CONTRACT-000026,2026-08-01,2026-09-01,2026-09-10,557.28,507.28,578.84,82.77,496.07,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000777,CONTRACT-000027,2026-08-01,2026-09-01,2026-09-10,835.9,672.99,840.75,135.11,705.64,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000778,CONTRACT-000028,2026-08-01,2026-09-01,2026-09-10,679.66,552.13,693.88,109.49,584.39,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000779,CONTRACT-000030,2026-08-01,2026-09-01,2026-09-10,858.38,858.38,861.88,123.34,738.54,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000780,CONTRACT-000031,2026-08-01,2026-09-01,2026-09-10,687.65,602.74,701.39,117.62,583.77,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000781,CONTRACT-000032,2026-08-01,2026-09-01,2026-09-10,745.74,692.8,756,111.89,644.11,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000782,CONTRACT-000033,2026-08-01,2026-09-01,2026-09-10,1311.03,967.52,1287.37,225.29,1062.08,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000783,CONTRACT-000034,2026-08-01,2026-09-01,2026-09-10,854.23,683.22,857.98,104.67,753.31,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000784,CONTRACT-000035,2026-08-01,2026-09-01,2026-09-10,400.99,382.31,431.93,63.15,368.78,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000785,CONTRACT-000036,2026-08-01,2026-09-01,2026-09-10,972.54,809.16,969.19,188.9,780.29,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000786,CONTRACT-000037,2026-08-01,2026-09-01,2026-09-10,899.22,612.99,900.27,178.25,722.02,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000787,CONTRACT-000038,2026-08-01,2026-09-01,2026-09-10,653.48,497.57,669.27,95.17,574.1,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000788,CONTRACT-000039,2026-08-01,2026-09-01,2026-09-10,235.37,224.06,276.25,35.5,240.75,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000789,CONTRACT-000040,2026-08-01,2026-09-01,2026-09-10,517.1,415.58,541.07,104.59,436.48,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000790,CONTRACT-000041,2026-08-01,2026-09-01,2026-09-10,953.6,596.92,951.38,154.12,797.26,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000791,CONTRACT-000042,2026-08-01,2026-09-01,2026-09-10,689.54,644.6,703.17,126.64,576.53,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000792,CONTRACT-000043,2026-08-01,2026-09-01,2026-09-10,967.87,665.34,964.8,181.38,783.42,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000793,CONTRACT-000044,2026-08-01,2026-09-01,2026-09-10,540.38,540.14,562.96,94.41,468.55,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000794,CONTRACT-000045,2026-08-01,2026-09-01,2026-09-10,982.24,812,978.31,157.12,821.19,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000795,CONTRACT-000046,2026-08-01,2026-09-01,2026-09-10,944.1,840.36,942.45,175.58,766.87,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000796,CONTRACT-000047,2026-08-01,2026-09-01,2026-09-10,1118.91,843.57,1106.78,148.53,958.25,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000797,CONTRACT-000048,2026-08-01,2026-09-01,2026-09-10,540.85,540.85,563.4,82.14,481.26,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000798,CONTRACT-000049,2026-08-01,2026-09-01,2026-09-10,433.9,343.12,462.87,52.49,410.38,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000799,CONTRACT-000050,2026-08-01,2026-09-01,2026-09-10,731.38,643.55,742.5,141.67,600.83,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000800,CONTRACT-000051,2026-08-01,2026-09-01,2026-09-10,1213.71,860.91,1195.89,124.49,1071.4,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000801,CONTRACT-000052,2026-08-01,2026-09-01,2026-09-10,527.88,508.19,551.21,56.94,494.27,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000802,CONTRACT-000053,2026-08-01,2026-09-01,2026-09-10,1202.22,801.75,1185.09,203.36,981.73,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000803,CONTRACT-000054,2026-08-01,2026-09-01,2026-09-10,423.33,273.88,452.93,60.74,392.19,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000804,CONTRACT-000055,2026-08-01,2026-09-01,2026-09-10,274.84,220.76,313.35,60.92,252.43,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000805,CONTRACT-000056,2026-08-01,2026-09-01,2026-09-10,674.87,672.67,689.38,125.81,563.57,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000806,CONTRACT-000057,2026-08-01,2026-09-01,2026-09-10,237.02,227.68,277.8,52.23,225.57,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000807,CONTRACT-000059,2026-08-01,2026-09-01,2026-09-10,1344.47,942.3,1318.8,186.21,1132.59,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000808,CONTRACT-000060,2026-08-01,2026-09-01,2026-09-10,1073.7,867.82,1064.28,133.25,931.03,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000809,CONTRACT-000061,2026-08-01,2026-09-01,2026-09-10,1247.62,890.47,1227.76,145.98,1081.78,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000810,CONTRACT-000062,2026-08-01,2026-09-01,2026-09-10,873.46,602.16,876.05,174.25,701.8,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000811,CONTRACT-000063,2026-08-01,2026-09-01,2026-09-10,516.52,446.25,540.53,73.19,467.34,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000812,CONTRACT-000064,2026-08-01,2026-09-01,2026-09-10,489.75,371.55,515.37,76.07,439.3,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000813,CONTRACT-000065,2026-08-01,2026-09-01,2026-09-10,719.07,581.51,730.93,130.84,600.09,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000814,CONTRACT-000066,2026-08-01,2026-09-01,2026-09-10,360.05,291.39,393.45,43,350.45,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000815,CONTRACT-000067,2026-08-01,2026-09-01,2026-09-10,882.13,692.88,884.2,141.21,742.99,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000816,CONTRACT-000068,2026-08-01,2026-09-01,2026-09-10,587.96,510.98,607.68,76.69,530.99,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000817,CONTRACT-000069,2026-08-01,2026-09-01,2026-09-10,348.63,298.69,382.71,45.89,336.82,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000818,CONTRACT-000070,2026-08-01,2026-09-01,2026-09-10,825.23,704.83,830.72,91.88,738.84,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000819,CONTRACT-000071,2026-08-01,2026-09-01,2026-09-10,920.18,673.19,919.97,117.48,802.49,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000820,CONTRACT-000072,2026-08-01,2026-09-01,2026-09-10,279.06,265.51,317.32,55.34,261.98,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000821,CONTRACT-000073,2026-08-01,2026-09-01,2026-09-10,840.95,690.35,845.49,116.25,729.24,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000822,CONTRACT-000074,2026-08-01,2026-09-01,2026-09-10,365.35,337.42,398.43,61.24,337.19,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000823,CONTRACT-000075,2026-08-01,2026-09-01,2026-09-10,835.82,665.22,840.67,139.8,700.87,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000824,CONTRACT-000076,2026-08-01,2026-09-01,2026-09-10,473.43,373.34,500.02,65.55,434.47,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000825,CONTRACT-000077,2026-08-01,2026-09-01,2026-09-10,1084.68,739.76,1074.6,176.99,897.61,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000826,CONTRACT-000078,2026-08-01,2026-09-01,2026-09-10,683.69,509.61,697.67,102.56,595.11,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000827,CONTRACT-000079,2026-08-01,2026-09-01,2026-09-10,687.51,592.07,701.26,134.08,567.18,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000828,CONTRACT-000080,2026-08-01,2026-09-01,2026-09-10,671.54,476.13,686.25,130.18,556.07,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000829,CONTRACT-000081,2026-08-01,2026-09-01,2026-09-10,635.59,570.64,652.45,98.26,554.19,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000830,CONTRACT-000082,2026-08-01,2026-09-01,2026-09-10,657.01,461.77,672.59,111.18,561.41,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000831,CONTRACT-000083,2026-08-01,2026-09-01,2026-09-10,519.18,462.1,543.03,63.81,479.22,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000832,CONTRACT-000084,2026-08-01,2026-09-01,2026-09-10,768.24,768.24,777.15,140.98,636.17,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000833,CONTRACT-000085,2026-08-01,2026-09-01,2026-09-10,647.91,489.8,664.04,96.22,567.82,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000834,CONTRACT-000086,2026-08-01,2026-09-01,2026-09-10,1176.65,975.57,1161.05,150.01,1011.04,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000835,CONTRACT-000088,2026-08-01,2026-09-01,2026-09-10,670.29,551.26,685.07,76.59,608.48,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000836,CONTRACT-000089,2026-08-01,2026-09-01,2026-09-10,1244.32,805.36,1224.66,147.2,1077.46,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000837,CONTRACT-000090,2026-08-01,2026-09-01,2026-09-10,877.07,683.48,879.45,155.66,723.79,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000838,CONTRACT-000091,2026-08-01,2026-09-01,2026-09-10,898.22,650.93,899.33,128.69,770.64,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000839,CONTRACT-000092,2026-08-01,2026-09-01,2026-09-10,699.52,471.1,712.55,77.6,634.95,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000840,CONTRACT-000093,2026-08-01,2026-09-01,2026-09-10,767.81,606.15,776.74,133.99,642.75,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000841,CONTRACT-000094,2026-08-01,2026-09-01,2026-09-10,836.7,723.5,841.5,92.31,749.19,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000842,CONTRACT-000095,2026-08-01,2026-09-01,2026-09-10,1086.84,897.38,1076.63,180.66,895.97,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000843,CONTRACT-000096,2026-08-01,2026-09-01,2026-09-10,389.41,344.61,421.05,52.76,368.29,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000844,CONTRACT-000097,2026-08-01,2026-09-01,2026-09-10,887.04,679.97,888.82,163.54,725.28,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000845,CONTRACT-000098,2026-08-01,2026-09-01,2026-09-10,684.76,585.78,698.67,98.58,600.09,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000846,CONTRACT-000099,2026-08-01,2026-09-01,2026-09-10,591.33,375.94,610.85,94.25,516.6,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000847,CONTRACT-000100,2026-08-01,2026-09-01,2026-09-10,576.71,472.36,597.11,96.49,500.62,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000848,CONTRACT-000101,2026-08-01,2026-09-01,2026-09-10,241.94,220.74,282.42,34.23,248.19,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000849,CONTRACT-000102,2026-08-01,2026-09-01,2026-09-10,380.97,380.97,413.11,51.35,361.76,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000850,CONTRACT-000103,2026-08-01,2026-09-01,2026-09-10,525.25,525.25,548.73,107.66,441.07,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000851,CONTRACT-000104,2026-08-01,2026-09-01,2026-09-10,429.17,374.64,458.42,56.06,402.36,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000852,CONTRACT-000105,2026-08-01,2026-09-01,2026-09-10,696.18,667.25,709.41,107.69,601.72,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000853,CONTRACT-000106,2026-08-01,2026-09-01,2026-09-10,676.2,442.43,690.63,91.92,598.71,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000854,CONTRACT-000107,2026-08-01,2026-09-01,2026-09-10,617.39,601.12,635.35,105.66,529.69,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000855,CONTRACT-000108,2026-08-01,2026-09-01,2026-09-10,1200.26,991.84,1183.24,221.62,961.62,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000856,CONTRACT-000109,2026-08-01,2026-09-01,2026-09-10,568.07,439.95,588.99,75.57,513.42,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000857,CONTRACT-000110,2026-08-01,2026-09-01,2026-09-10,269.01,217,307.87,36.08,271.79,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000858,CONTRACT-000111,2026-08-01,2026-09-01,2026-09-10,734.05,564.7,745.01,130.23,614.78,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000859,CONTRACT-000112,2026-08-01,2026-09-01,2026-09-10,258.36,210.13,297.86,57.19,240.67,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000860,CONTRACT-000113,2026-08-01,2026-09-01,2026-09-10,356.96,356.55,390.54,46.86,343.68,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000861,CONTRACT-000114,2026-08-01,2026-09-01,2026-09-10,253.92,189.59,293.68,35.59,258.09,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000862,CONTRACT-000115,2026-08-01,2026-09-01,2026-09-10,1084.13,679.68,1074.08,204.72,869.36,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000863,CONTRACT-000117,2026-08-01,2026-09-01,2026-09-10,333.83,218.26,368.8,54.1,314.7,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000864,CONTRACT-000118,2026-08-01,2026-09-01,2026-09-10,987.37,935.46,983.13,129.58,853.55,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000865,CONTRACT-000119,2026-08-01,2026-09-01,2026-09-10,278.29,223.83,316.59,62.81,253.78,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000866,CONTRACT-000120,2026-08-01,2026-09-01,2026-09-10,704.65,685.04,717.37,84.94,632.43,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000867,CONTRACT-000121,2026-08-01,2026-09-01,2026-09-10,596.63,596.63,615.83,68.36,547.47,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000868,CONTRACT-000122,2026-08-01,2026-09-01,2026-09-10,993.32,784.64,988.72,163.93,824.79,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000869,CONTRACT-000123,2026-08-01,2026-09-01,2026-09-10,358.4,296.76,391.9,68.9,323,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000870,CONTRACT-000124,2026-08-01,2026-09-01,2026-09-10,894.59,791.56,895.91,90.67,805.24,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000871,CONTRACT-000125,2026-08-01,2026-09-01,2026-09-10,252.11,205.79,291.98,55.1,236.88,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000872,CONTRACT-000126,2026-08-01,2026-09-01,2026-09-10,1157.62,892.69,1143.16,163.01,980.15,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000873,CONTRACT-000127,2026-08-01,2026-09-01,2026-09-10,656.77,526.75,672.36,71.94,600.42,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000874,CONTRACT-000128,2026-08-01,2026-09-01,2026-09-10,665.09,520.65,680.18,135.97,544.21,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
