generation_id,plant_id,generation_date,generated_energy_kwh,expected_energy_kwh,availability_rate,measurement_status,source_updated_at,extracted_at,batch_id
GEN-PLANT-001-2026-08-04,PLANT-001,2026-08-04,5411.56,6380,0.9525,FINAL,2026-08-05T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-04,PLANT-002,2026-08-04,9009.81,9240,0.9719,FINAL,2026-08-05T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-04,PLANT-003,2026-08-04,4229.89,4312,0.985,FINAL,2026-08-05T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-04,PLANT-004,2026-08-04,9302.51,10850,0.9387,FINAL,2026-08-05T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-04,PLANT-005,2026-08-04,17177.92,19840,0.9124,FINAL,2026-08-05T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-04,PLANT-006,2026-08-04,5242.28,5544,0.9118,FINAL,2026-08-05T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-04,PLANT-007,2026-08-04,8068.05,8272,0.935,FINAL,2026-08-05T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-04,PLANT-008,2026-08-04,1959.86,2200,0.9923,FINAL,2026-08-05T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-05,PLANT-001,2026-08-05,6165.82,6380,0.9624,FINAL,2026-08-06T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-05,PLANT-002,2026-08-05,8554.52,9240,0.9931,FINAL,2026-08-06T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-05,PLANT-003,2026-08-05,3686.95,4312,0.9613,FINAL,2026-08-06T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-05,PLANT-004,2026-08-05,10123.54,10850,0.9251,FINAL,2026-08-06T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-05,PLANT-005,2026-08-05,17502.85,19840,0.9537,FINAL,2026-08-06T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-05,PLANT-006,2026-08-05,5001.98,5544,0.9296,FINAL,2026-08-06T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-05,PLANT-007,2026-08-05,6774.09,8272,0.9274,FINAL,2026-08-06T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-05,PLANT-008,2026-08-05,1964.88,2200,0.9687,FINAL,2026-08-06T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-06,PLANT-001,2026-08-06,5796.85,6380,0.962,FINAL,2026-08-07T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-06,PLANT-002,2026-08-06,8983.45,9240,0.9445,FINAL,2026-08-07T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-06,PLANT-003,2026-08-06,4129.26,4312,0.9789,FINAL,2026-08-07T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-06,PLANT-004,2026-08-06,10545.96,10850,0.9753,FINAL,2026-08-07T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-06,PLANT-005,2026-08-06,18252.28,19840,0.9659,FINAL,2026-08-07T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-06,PLANT-006,2026-08-06,4980.24,5544,0.9679,FINAL,2026-08-07T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-06,PLANT-007,2026-08-06,8087.24,8272,0.9264,FINAL,2026-08-07T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-06,PLANT-008,2026-08-06,2023.39,2200,0.939,FINAL,2026-08-07T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-07,PLANT-001,2026-08-07,5302.76,6380,0.9192,FINAL,2026-08-08T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-07,PLANT-002,2026-08-07,8786.26,9240,0.9163,FINAL,2026-08-08T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-07,PLANT-003,2026-08-07,3499.49,4312,0.9128,FINAL,2026-08-08T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-07,PLANT-004,2026-08-07,9665.49,10850,0.9746,FINAL,2026-08-08T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-07,PLANT-005,2026-08-07,17294.62,19840,0.9468,FINAL,2026-08-08T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-07,PLANT-006,2026-08-07,5389.82,5544,0.9453,FINAL,2026-08-08T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-07,PLANT-007,2026-08-07,6941.83,8272,0.9275,FINAL,2026-08-08T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-07,PLANT-008,2026-08-07,2163.85,2200,0.9904,FINAL,2026-08-08T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-08,PLANT-001,2026-08-08,6008.15,6380,0.9686,FINAL,2026-08-09T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-08,PLANT-002,2026-08-08,8146.24,9240,0.9776,FINAL,2026-08-09T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-08,PLANT-003,2026-08-08,4077.39,4312,0.9492,FINAL,2026-08-09T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-08,PLANT-004,2026-08-08,9321.27,10850,0.9698,FINAL,2026-08-09T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-08,PLANT-005,2026-08-08,17238.04,19840,0.9667,FINAL,2026-08-09T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-08,PLANT-006,2026-08-08,4844.67,5544,0.9809,FINAL,2026-08-09T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-08,PLANT-007,2026-08-08,7562.78,8272,0.9368,FINAL,2026-08-09T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-08,PLANT-008,2026-08-08,2075.78,2200,0.9112,FINAL,2026-08-09T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-09,PLANT-001,2026-08-09,6216.35,6380,0.9679,FINAL,2026-08-10T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-09,PLANT-002,2026-08-09,7625,9240,0.9346,FINAL,2026-08-10T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-09,PLANT-003,2026-08-09,3960.47,4312,0.9235,FINAL,2026-08-10T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-09,PLANT-004,2026-08-09,10329.1,10850,0.9903,FINAL,2026-08-10T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-09,PLANT-005,2026-08-09,17358.3,19840,0.9737,FINAL,2026-08-10T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-09,PLANT-006,2026-08-09,5396.32,5544,0.9446,FINAL,2026-08-10T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-09,PLANT-007,2026-08-09,7625.26,8272,0.9504,FINAL,2026-08-10T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-09,PLANT-008,2026-08-09,2168.86,2200,0.9304,FINAL,2026-08-10T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-10,PLANT-001,2026-08-10,5952.65,6380,0.981,FINAL,2026-08-11T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-10,PLANT-002,2026-08-10,8903.35,9240,0.9768,FINAL,2026-08-11T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-10,PLANT-003,2026-08-10,3930.16,4312,0.9465,FINAL,2026-08-11T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-10,PLANT-004,2026-08-10,10478.09,10850,0.9193,FINAL,2026-08-11T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-10,PLANT-005,2026-08-10,19157.6,19840,0.9923,FINAL,2026-08-11T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-10,PLANT-006,2026-08-10,5105.16,5544,0.9598,FINAL,2026-08-11T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-10,PLANT-007,2026-08-10,7215.66,8272,0.9186,FINAL,2026-08-11T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-10,PLANT-008,2026-08-10,2115.45,2200,0.9204,FINAL,2026-08-11T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-11,PLANT-001,2026-08-11,5744.21,6380,0.9746,FINAL,2026-08-12T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-11,PLANT-002,2026-08-11,7959.95,9240,0.9189,FINAL,2026-08-12T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-11,PLANT-003,2026-08-11,3931.02,4312,0.953,FINAL,2026-08-12T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-11,PLANT-004,2026-08-11,10343.91,10850,0.9689,FINAL,2026-08-12T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-11,PLANT-005,2026-08-11,17264.71,19840,0.9379,FINAL,2026-08-12T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-11,PLANT-006,2026-08-11,4705.1,5544,0.9329,FINAL,2026-08-12T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-11,PLANT-007,2026-08-11,7701.44,8272,0.9177,FINAL,2026-08-12T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-11,PLANT-008,2026-08-11,1996.34,2200,0.952,FINAL,2026-08-12T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-12,PLANT-001,2026-08-12,5861.77,6380,0.9245,FINAL,2026-08-13T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-12,PLANT-002,2026-08-12,9293.27,9240,0.9522,FINAL,2026-08-13T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-12,PLANT-003,2026-08-12,-125.5,4312,0.9127,FINAL,2026-08-13T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-12,PLANT-004,2026-08-12,9461.56,10850,0.9391,FINAL,2026-08-13T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-12,PLANT-005,2026-08-12,17855.53,19840,0.9806,FINAL,2026-08-13T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-12,PLANT-006,2026-08-12,4795.56,5544,0.944,FINAL,2026-08-13T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-12,PLANT-007,2026-08-12,8020.07,8272,0.9219,FINAL,2026-08-13T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-12,PLANT-008,2026-08-12,2002.4,2200,0.9691,FINAL,2026-08-13T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-13,PLANT-001,2026-08-13,6164.17,6380,0.9291,FINAL,2026-08-14T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-13,PLANT-002,2026-08-13,8102.39,9240,0.958,FINAL,2026-08-14T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-13,PLANT-003,2026-08-13,3941.28,4312,0.9892,FINAL,2026-08-14T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-13,PLANT-004,2026-08-13,11189.83,10850,0.9763,FINAL,2026-08-14T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-13,PLANT-005,2026-08-13,18234.86,19840,0.9346,FINAL,2026-08-14T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-13,PLANT-006,2026-08-13,5233.46,5544,0.924,FINAL,2026-08-14T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-13,PLANT-007,2026-08-13,7150.99,8272,0.96,FINAL,2026-08-14T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-13,PLANT-008,2026-08-13,2009.59,2200,0.9806,FINAL,2026-08-14T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-14,PLANT-001,2026-08-14,5589.23,6380,0.9348,FINAL,2026-08-15T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-14,PLANT-002,2026-08-14,8191.35,9240,0.9371,FINAL,2026-08-15T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-14,PLANT-003,2026-08-14,4019.73,4312,0.923,FINAL,2026-08-15T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-14,PLANT-004,2026-08-14,9976.06,10850,0.9155,FINAL,2026-08-15T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-14,PLANT-005,2026-08-14,17734.22,19840,0.938,FINAL,2026-08-15T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-14,PLANT-006,2026-08-14,5146.84,5544,0.9932,FINAL,2026-08-15T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-14,PLANT-007,2026-08-14,7006.54,8272,0.9161,FINAL,2026-08-15T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-14,PLANT-008,2026-08-14,2300.47,2200,0.9894,FINAL,2026-08-15T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-15,PLANT-001,2026-08-15,6368.36,6380,0.946,FINAL,2026-08-16T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-15,PLANT-002,2026-08-15,9257.45,9240,0.9818,FINAL,2026-08-16T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-15,PLANT-003,2026-08-15,4221.31,4312,0.9639,FINAL,2026-08-16T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-15,PLANT-004,2026-08-15,10643.62,10850,0.9926,FINAL,2026-08-16T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-15,PLANT-005,2026-08-15,17093.23,19840,0.9223,FINAL,2026-08-16T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-15,PLANT-006,2026-08-15,5697.28,5544,0.9929,FINAL,2026-08-16T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-15,PLANT-007,2026-08-15,7948.69,8272,0.9385,FINAL,2026-08-16T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-15,PLANT-008,2026-08-15,1934.01,2200,0.923,FINAL,2026-08-16T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-16,PLANT-001,2026-08-16,5505.42,6380,0.9421,FINAL,2026-08-17T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-16,PLANT-002,2026-08-16,8229.66,9240,0.9258,FINAL,2026-08-17T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-16,PLANT-003,2026-08-16,3796.65,4312,0.9139,FINAL,2026-08-17T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-16,PLANT-004,2026-08-16,10979.03,10850,0.9583,FINAL,2026-08-17T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-16,PLANT-005,2026-08-16,17421.34,19840,0.9916,FINAL,2026-08-17T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-16,PLANT-006,2026-08-16,5788.69,5544,0.9855,FINAL,2026-08-17T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-16,PLANT-007,2026-08-16,8081.38,8272,0.9759,FINAL,2026-08-17T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-16,PLANT-008,2026-08-16,2078.77,2200,0.9932,FINAL,2026-08-17T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-17,PLANT-001,2026-08-17,6151.74,6380,0.9728,FINAL,2026-08-18T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-17,PLANT-002,2026-08-17,7777.56,9240,0.9347,FINAL,2026-08-18T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-17,PLANT-003,2026-08-17,4156.65,4312,0.9522,FINAL,2026-08-18T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-17,PLANT-004,2026-08-17,9812.83,10850,1.15,FINAL,2026-08-18T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-17,PLANT-005,2026-08-17,17018.02,19840,0.922,FINAL,2026-08-18T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-17,PLANT-006,2026-08-17,5002.87,5544,0.9931,FINAL,2026-08-18T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-17,PLANT-007,2026-08-17,8459.65,8272,0.9919,FINAL,2026-08-18T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-17,PLANT-008,2026-08-17,2209.54,2200,0.9825,FINAL,2026-08-18T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-18,PLANT-001,2026-08-18,5334.34,6380,0.9366,FINAL,2026-08-19T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-18,PLANT-002,2026-08-18,8801.59,9240,0.9473,FINAL,2026-08-19T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-18,PLANT-003,2026-08-18,4018.57,4312,0.9139,FINAL,2026-08-19T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-18,PLANT-004,2026-08-18,9280.61,10850,0.9181,FINAL,2026-08-19T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-18,PLANT-005,2026-08-18,18230.94,19840,0.919,FINAL,2026-08-19T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-18,PLANT-006,2026-08-18,4793.83,5544,0.9626,FINAL,2026-08-19T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-18,PLANT-007,2026-08-18,7793.49,8272,0.9199,FINAL,2026-08-19T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-18,PLANT-008,2026-08-18,1921.38,2200,0.9758,FINAL,2026-08-19T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-19,PLANT-001,2026-08-19,5817.15,6380,0.9721,FINAL,2026-08-20T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-19,PLANT-002,2026-08-19,8140.44,9240,0.9948,FINAL,2026-08-20T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-19,PLANT-003,2026-08-19,4321.49,4312,0.9752,FINAL,2026-08-20T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-19,PLANT-004,2026-08-19,9628.38,10850,0.9325,FINAL,2026-08-20T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-005-2026-08-19,PLANT-005,2026-08-19,17780.31,19840,0.9457,FINAL,2026-08-20T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-006-2026-08-19,PLANT-006,2026-08-19,5119.47,5544,0.9225,FINAL,2026-08-20T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-007-2026-08-19,PLANT-007,2026-08-19,6841.96,8272,0.9179,FINAL,2026-08-20T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-008-2026-08-19,PLANT-008,2026-08-19,2145.98,2200,0.9406,FINAL,2026-08-20T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-001-2026-08-20,PLANT-001,2026-08-20,5744.59,6380,0.9156,FINAL,2026-08-21T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-002-2026-08-20,PLANT-002,2026-08-20,7983.18,9240,0.9411,FINAL,2026-08-21T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-003-2026-08-20,PLANT-003,2026-08-20,3939.28,4312,0.9698,FINAL,2026-08-21T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
GEN-PLANT-004-2026-08-20,PLANT-004,2026-08-20,9909.37,10850,0.9501,FINAL,2026-08-21T06:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
